Date;EVOO_ES;REFINED;LAMPANTE_B1;VOO_ES;Cbot
07.11.2017;3,618;3,541;3,421;3,53;978
14.11.2017;3,556;3,460;3,34;3,44;977,55
21.11.2017;3,598;3,412;3,292;3,465;993,875
28.11.2017;3,568;3,446;3,326;3,475;992,8
05.12.2017;3,6;3,585;3,465;3,489;995,1
12.12.2017;3,607;3,535;3,415;3,476;970,3
19.12.2017;3,597;3,439;3,319;3,501;952,0625
26.12.2017;3,643;3,560;3,44;3,512;953,0625
02.01.2018;3,632;3,512;3,392;3,526;958,75
09.01.2018;3,658;3,615;3,495;3,541;946,8125
16.01.2018;3,694;3,526;3,406;3,543;974,25
23.01.2018;3,641;3,488;3,368;3,523;989,55
30.01.2018;3,65;3,383;3,263;3,469;985,9
06.02.2018;3,6;3,422;3,302;3,413;988,35
13.02.2018;3,651;3,400;3,28;3,38;1019,541667
20.02.2018;3,476;3,311;3,191;3,3;1032,65
27.02.2018;3,393;3,024;2,904;3,15;1053,6
06.03.2018;3,274;2,925;2,805;3,018;1047,15
13.03.2018;3,079;2,796;2,676;2,92;1036,35
20.03.2018;2,998;2,759;2,639;2,78;1028,3
27.03.2018;3,069;2,830;2,71;2,817;1029,4375
03.04.2018;3,048;2,826;2,706;2,84;1033,05
10.04.2018;3,095;2,767;2,647;2,823;1050,95
17.04.2018;3,004;2,716;2,596;2,774;1034,9
24.04.2018;2,947;2,631;2,511;2,538;1032,1
01.05.2018;2,828;2,474;2,354;2,526;1029,6
08.05.2018;2,718;2,437;2,317;2,368;1007,9
15.05.2018;2,69;2,309;2,189;2,248;1007,45
22.05.2018;2,539;2,248;2,128;2,266;1038,55
29.05.2018;2,59;2,291;2,171;2,335;1019
05.06.2018;2,715;2,397;2,277;2,467;978,55
12.06.2018;2,837;2,484;2,364;2,441;926,25
19.06.2018;2,805;2,416;2,296;2,459;885,6
26.06.2018;2,752;2,510;2,39;2,494;860,6
03.07.2018;2,821;2,537;2,417;2,526;851,3125
10.07.2018;2,861;2,570;2,45;2,541;831,1
17.07.2018;2,854;2,505;2,385;2,516;845,05
24.07.2018;2,848;2,429;2,309;2,449;865,1
31.07.2018;2,743;2,462;2,342;2,45;887,3
07.08.2018;2,746;2,499;2,379;2,435;874,05
14.08.2018;2,709;2,510;2,39;2,463;874,15
21.08.2018;2,718;2,526;2,406;2,465;850,3
28.08.2018;2,761;2,591;2,471;2,535;828,45
04.09.2018;2,792;2,600;2,48;2,541;829,95
11.09.2018;2,737;2,567;2,447;2,513;825,2
18.09.2018;2,726;2,559;2,439;2,499;836,5
25.09.2018;2,722;2,518;2,398;2,482;850,8
02.10.2018;2,674;2,517;2,397;2,44;865,1
09.10.2018;2,653;2,502;2,382;2,407;866,5
16.10.2018;2,63;2,425;2,305;2,408;869,85
23.10.2018;2,642;2,422;2,302;2,368;846,7
30.10.2018;2,779;2,443;2,323;2,414;857,95
06.11.2018;2,835;2,466;2,346;2,47;870,85
13.11.2018;3,023;2,538;2,418;2,476;878,5
20.11.2018;3,006;2,542;2,422;2,524;878,35
27.11.2018;3,032;2,497;2,377;2,51;890,75
04.12.2018;2,916;2,400;2,28;2,443;912,25
11.12.2018;2,79;2,332;2,212;2,492;909,45
18.12.2018;2,766;2,364;2,244;2,475;894
25.12.2018;2,794;2,382;2,262;2,432;876,0625
01.01.2019;2,677;2,314;2,194;2,404;904,1875
08.01.2019;2,69;2,247;2,127;2,394;900,65
15.01.2019;2,705;2,247;2,127;2,353;906,875
22.01.2019;2,678;2,321;2,201;2,368;917,75
29.01.2019;2,675;2,285;2,165;2,36;918,3
05.02.2019;2,611;2,280;2,16;2,336;914,95
12.02.2019;2,616;2,232;2,112;2,343;910,0416667
19.02.2019;2,595;2,215;2,095;2,267;907,25
26.02.2019;2,539;2,141;2,021;2,248;901,45
05.03.2019;2,533;2,065;1,955;2,079;888,65
12.03.2019;2,518;2,037;1,927;2,234;895,65
19.03.2019;2,378;2,079;1,969;2,209;906,15
26.03.2019;2,413;2,117;2,007;2,15;891,5
02.04.2019;2,437;2,053;1,943;2,204;900,6
09.04.2019;2,347;2,017;1,907;2,09;898
16.04.2019;2,407;2,016;1,906;2,042;881,05
23.04.2019;2,33;2,027;1,917;2,05;855,55
30.04.2019;2,41;1,987;1,877;2,002;831,65
07.05.2019;2,353;1,991;1,881;1,974;804,05
14.05.2019;2,196;1,940;1,83;1,927;829,3
21.05.2019;2,119;1,874;1,764;1,885;825,4375
28.05.2019;2,107;1,895;1,785;1,891;874,75
04.06.2019;2,151;2,028;1,918;2;867
11.06.2019;2,201;2,053;1,943;1,959;886,95
18.06.2019;2,222;2,096;1,986;2,036;908,8
25.06.2019;2,307;2,085;1,975;2,101;894,15
02.07.2019;2,231;2,163;2,053;2,113;877,25
09.07.2019;2,355;2,191;2,081;2,18;896,1
16.07.2019;2,355;2,131;2,021;2,146;888,25
23.07.2019;2,32;2,175;2,065;2,121;885,65
30.07.2019;2,305;2,137;2,027;2,089;858,05
06.08.2019;2,242;2,131;2,021;2,072;859,35
13.08.2019;2,209;2,118;2,008;2,049;862,45
20.08.2019;2,213;2,129;2,019;2,062;853,85
27.08.2019;2,23;2,143;2,033;2,077;853,0625
03.09.2019;2,268;2,143;2,033;2,104;851,75
10.09.2019;2,238;2,098;1,988;2,072;876,2
17.09.2019;2,18;2,061;1,951;2,009;890,15
24.09.2019;2,222;2,063;1,953;1,999;892,2
01.10.2019;2,111;2,050;1,94;1,98;915,3
08.10.2019;2,149;2,050;1,94;1,963;928,85
15.10.2019;2,125;2,036;1,926;1,954;932,15
22.10.2019;2,189;2,002;1,892;1,927;928,4
29.10.2019;2,192;1,979;1,869;1,919;920,2
05.11.2019;2,168;1,969;1,859;1,918;917,25
12.11.2019;2,145;1,972;1,862;1,909;907,4
19.11.2019;2,175;1,953;1,843;1,918;901,4
26.11.2019;2,211;1,935;1,825;1,906;878,375
03.12.2019;2,294;1,910;1,8;1,868;884
10.12.2019;2,16;1,847;1,737;1,808;904,5
17.12.2019;2,222;1,801;1,691;1,808;928,8
24.12.2019;2,11;1,801;1,691;1,765;936,05
31.12.2019;2,135;1,790;1,68;1,786;938,8
07.01.2020;2,059;1,766;1,656;1,752;935,5
12.01.2020;2,114;1,770;1,66;1,77;928,05
21.01.2020;2,071;1,818;1,708;1,791;907,7
28.01.2020;2,125;1,839;1,729;1,825;882,75
04.02.2020;2,132;1,847;1,737;1,877;881,35
11.02.2020;2,15;1,852;1,742;1,879;891,95
18.02.2020;2,135;1,844;1,734;1,87;889,4
25.02.2020;2,141;1,859;1,749;1,888;882,4375
02.03.2020;2,168;1,841;1,731;1,874;886,3333333
10.03.2020;2,148;1,858;1,748;1,861;852,85
17.03.2020;2,151;1,823;1,713;1,837;847,9
24.03.2020;2,161;1,846;1,736;1,831;882,45
31.03.2020;2,138;1,830;1,72;1,818;863,45
07.04.2020;2,159;1,811;1,701;1,849;858,05
14.04.2020;2,104;1,802;1,692;1,838;836,95
21.04.2020;2,161;1,780;1,67;1,789;833,2
28.04.2020;2,127;1,738;1,628;1,771;837,85
05.05.2020;2,059;1,739;1,629;1,752;842,25
12.05.2020;2,052;1,761;1,651;1,748;840,8
19.05.2020;2,098;1,711;1,601;1,704;837,27
26.05.2020;1,962;1,724;1,614;1,707;844,75
02.06.2020;1,957;1,744;1,634;1,716;861,65
09.06.2020;2,022;1,788;1,678;1,744;867
16.06.2020;2,007;1,790;1,68;1,742;872,8
23.06.2020;2,012;1,789;1,679;1,784;869,3
30.06.2020;2,05;1,772;1,662;1,77;892,25
07.07.2020;2,051;1,797;1,687;1,811;891,25
14.07.2020;2,075;1,768;1,658;1,79;892,6
21.07.2020;2,029;1,787;1,677;1,754;902,65
28.07.2020;2,012;1,768;1,658;1,729;895
04.08.2020;2,046;1,786;1,676;1,75;878,65
11.08.2020;2,109;1,799;1,689;1,751;898,35
18.08.2020;2,034;1,818;1,708;1,788;905,6
25.08.2020;2,049;1,848;1,738;1,785;934,45
01.09.2020;2,079;1,884;1,774;1,847;963,9375
08.09.2020;2,097;1,871;1,761;1,848;992,5
15.09.2020;2,164;1,888;1,778;1,851;1019,45
22.09.2020;2,148;1,949;1,839;1,873;1006,6
29.09.2020;2,203;2,018;1,908;1,916;1016,45
06.10.2020;2,253;2,064;1,954;1,995;1048,85
13.10.2020;2,367;2,101;1,991;2,036;1053,35
20.10.2020;2,449;2,097;1,987;2,142;1076,25
27.10.2020;2,571;2,085;1,975;2,067;1059,7
03.11.2020;2,484;2,014;1,904;2,022;1088,65
10.11.2020;2,587;2,004;1,894;1,966;1142,7
17.11.2020;2,599;2,045;1,935;2,003;1179,1
24.11.2020;2,645;2,090;1,98;2,021;1183,875
01.12.2020;2,614;2,024;1,914;2,06;1160,95
08.12.2020;2,567;2,001;1,891;2,053;1157,4
15.12.2020;2,572;2,033;1,923;2,023;1206,5
22.12.2020;2,565;1,985;1,875;2,15;1257,83
29.12.2020;2,573;2,020;1,91;2,092;1308,25
05.01.2021;2,505;2,039;1,929;2,152;1365,2
12.01.2021;2,524;2,072;1,962;2,203;1421,874
19.01.2021;2,588;2,083;1,973;2,245;1356,15
26.01.2021;2,668;2,164;2,054;2,323;1366,7
02.02.2021;2,685;2,285;2,175;2,404;1366,3125
07.02.2021;2,685;2,285;2,175;2,404;1376,6
14.02.2021;2,76;2,360;2,25;2,432;1377,55
21.02.2021;2,748;2,377;2,267;2,462;1404,95
28.02.2021;2,73;2,402;2,292;2,456;1413,35
07.03.2021;2,732;2,431;2,311;2,464;1424,35
14.03.2021;2,799;2,508;2,388;2,49;1413,8
21.03.2021;2,884;2,547;2,427;2,559;1417,65
28.03.2021;2,892;2,615;2,495;2,649;1399,625
04.04.2021;2,973;2,698;2,578;2,722;1411,7
11.04.2021;3,047;2,816;2,696;2,811;1406,6
18.04.2021;3,163;3,003;2,883;2,966;1498,4
25.04.2021;3,33;3,156;3,036;3,109;1558
02.05.2021;3,378;3,171;3,051;3,123;1589,15
09.05.2021;3,392;3,185;3,065;3,159;1626,8
16.05.2021;3,404;3,223;3,103;3,17;1551,9
23.05.2021;3,38;3,165;3,045;3,147;1521,1
30.05.2021;3,351;3,159;3,039;3,154;1557,524
06.06.2021;3,348;3,114;2,994;3,145;1551,05
13.06.2021;3,375;3,075;2,955;3,058;1422,45
20.06.2021;3,335;3,059;2,939;3,082;1379,1
27.06.2021;3,328;3,028;2,908;2,956;1413,05
04.07.2021;3,296;3,066;2,946;3,034;1386,125
11.07.2021;3,325;3,053;2,933;3,079;1448,1
18.07.2021;3,268;3,047;2,927;3,067;1425,6
25.07.2021;3,271;3,007;2,887;3,061;1422,4
01.08.2021;3,253;2,963;2,843;3,047;1407,85
08.08.2021;3,22;2,945;2,825;3,014;1422,5
15.08.2021;3,233;2,936;2,816;2,963;1344
22.08.2021;3,23;3,014;2,894;2,974;1340,75
29.08.2021;3,262;3,083;2,963;3,061;1288,7
05.09.2021;3,285;3,099;2,979;3,113;1273,076
12.09.2021;3,293;3,070;2,95;3,064;1284,7
19.09.2021;3,317;3,053;2,933;3,075;1277,7
26.09.2021;3,236;3,008;2,888;3,033;1270,15
03.10.2021;3,211;3,001;2,881;3,049;1243,7
10.10.2021;3,248;2,955;2,835;2,999;1209,15
17.10.2021;3,257;2,964;2,844;2,961;1227,9
24.10.2021;3,254;2,978;2,858;2,937;1236,8
31.10.2021;3,253;2,961;2,841;2,913;1222,75
07.11.2021;3,187;2,918;2,798;2,955;1205,45
14.11.2021;3,267;2,801;2,681;2,872;1262,85
21.11.2021;3,22;2,823;2,703;2,82;1266,625
28.11.2021;3,259;2,777;2,657;2,839;1239,7
05.12.2021;3,268;2,869;2,749;2,924;1261
12.12.2021;3,286;2,872;2,752;2,978;1265,7
19.12.2021;3,359;2,964;2,844;3,038;1320,7
26.12.2021;3,408;3,087;2,967;3,068;1346,95
02.01.2022;3,388;3,063;2,943;3,164;1377,15
09.01.2022;3,37;3,021;2,901;3,211;1372,95
16.01.2022;3,384;3,033;2,913;3,14;1398,125
23.01.2022;3,353;3,070;2,95;3,074;1433,7
30.01.2022;3,334;2,996;2,876;3,072;1532,4
06.02.2022;3,331;3,059;2,939;3,072;1580,55
13.02.2022;3,247;3,046;2,926;3,07;1580,45
20.02.2022;3,234;3,076;2,956;3,063;1626,208333
27.02.2022;3,268;3,105;2,985;3,079;1676,75
06.03.2022;3,355;3,228;3,108;3,189;1691,2
13.03.2022;3,632;3,520;3,4;3,514;1666,35
20.03.2022;3,678;3,578;3,458;3,556;1703,45
27.03.2022;3,632;3,491;3,371;3,425;1634,45
03.04.2022;3,518;3,360;3,24;3,372;1637,3
10.04.2022;3,426;3,247;3,127;3,372;1672,95
17.04.2022;3,437;3,303;3,183;3,198;1728,45
24.04.2022;3,446;3,292;3,172;3,282;1682,102
01.05.2022;3,417;3,304;3,184;3,266;1638,174
08.05.2022;3,429;3,324;3,204;3,279;1608,9
15.05.2022;3,403;3,344;3,224;3,299;1678,6
22.05.2022;3,39;3,327;3,207;3,26;1703,95
29.05.2022;3,399;3,316;3,196;3,258;1710,0625
03.06.2022;3,351;3,282;3,162;3,213;1726,85
10.06.2022;3,401;3,283;3,163;3,197;1709,458333
19.06.2022;3,359;3,326;3,206;3,268;1655,168333
26.06.2022;3,403;3,381;3,261;3,324;1545,55
03.07.2022;3,439;3,396;3,276;3,355;1471,0625
10.07.2022;3,523;3,510;3,39;3,433;1371,65
17.07.2022;3,605;3,573;3,453;3,49;1337,6
24.07.2022;3,661;3,610;3,49;3,563;1409,75
31.07.2022;3,692;3,675;3,555;3,647;1397,75
07.08.2022;3,734;3,720;3,6;3,691;1431,85
14.08.2022;3,823;3,736;3,616;3,717;1398,576
21.08.2022;3,826;3,866;3,746;3,792;1448,974
28.08.2022;3,918;3,907;3,787;3,841;1421,15
04.09.2022;3,94;3,970;3,85;3,882;1399,55
11.09.2022;3,98;3,926;3,806;3,834;1464,4
18.09.2022;3,984;3,940;3,82;3,86;1456
25.09.2022;3,952;3,910;3,79;3,846;1404,666667
02.10.2022;3,957;3,970;3,85;3,886;1370,274
09.10.2022;4,143;4,167;4,047;4,138;1385,05
16.10.2022;4,538;4,380;4,26;4,489;1382,95
23.10.2022;4,604;4,559;4,439;4,394;1381,15
30.10.2022;4,591;4,549;4,429;4,474;1444,1
06.11.2022;4,712;4,574;4,454;4,493;1444,55
13.11.2022;4,799;4,573;4,453;4,524;1434,45
20.11.2022;4,986;4,458;4,338;4,563;1434,5625
27.11.2022;5,072;4,682;4,562;4,446;1450,9
04.12.2022;5,242;4,967;4,847;5,05;1466,95
11.12.2022;5,393;5,165;5,045;4,937;1475,2
18.12.2022;5,411;5,091;4,971;5,032;1473,4
25.12.2022;5,548;4,965;4,845;5,019;1510,875
01.01.2023;5,548;4,885;4,765;4,961;1483,4375
08.01.2023;5,423;4,898;4,778;4,918;1519,25
15.01.2023;5,407;4,863;4,743;4,918;1521,375
22.01.2023;5,442;4,825;4,705;5,016;1502,85
29.01.2023;5,295;4,739;4,619;5,014;1531,95
05.02.2023;5,339;4,594;4,474;4,921;1523,6
12.02.2023;5,251;4,505;4,385;4,612;1531,95
19.02.2023;5,357;4,716;4,596;4,853;1535,3
26.02.2023;5,341;4,885;4,765;4,934;1502,8
05.03.2023;5,287;4,841;4,721;4,82;1517,35
12.03.2023;5,433;4,794;4,674;4,834;1491,4
19.03.2023;5,277;4,801;4,681;4,962;1449,85
26.03.2023;5,255;4,869;4,749;4,925;1473,45
02.04.2023;5,246;4,878;4,758;4,872;1507,1
09.04.2023;5,443;4,936;4,816;4,959;1498,05
16.04.2023;5,326;4,993;4,873;5,006;1504,75
23.04.2023;5,46;5,113;4,993;5,169;1418,25
30.04.2023;5,639;5,296;5,176;5,271;1421,85
07.05.2023;5,754;5,432;5,312;5,447;1432,55
14.05.2023;6,029;5,671;5,551;5,761;1348,45
21.05.2023;6,121;5,817;5,697;5,906;1329,9
28.05.2023;6,175;5,756;5,636;5,733;1322,826
04.06.2023;6,19;5,773;5,653;5,753;1362,75
11.06.2023;6,255;5,843;5,723;5,952;1365,45
18.06.2023;6,39;6,020;5,9;6,049;1375,276
25.06.2023;6,591;6,122;6,002;6,297;1311,75
02.07.2023;6,879;6,291;6,171;6,498;1363,1875
09.07.2023;7,251;6,532;6,412;6,829;1381,1
16.07.2023;7,604;6,595;6,475;6,948;1397,7
23.07.2023;7,736;6,626;6,506;6,997;1409
30.07.2023;7,585;6,828;6,708;6,997;1330,55
